# 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, time, price
1.810546875000000000e+01, 2.466796875000000000e+01, 6.386718750000000000e+00, 3.000000000000000000e+00, 3.613281250000000000e+00
2.560546875000000000e+01, 2.167968750000000000e+00, 1.388671875000000000e+01, 3.000000000000000000e+00, 7.832031250000000000e+00
1.060546875000000000e+01, 1.716796875000000000e+01, 2.888671875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.435546875000000000e+01, 5.917968750000000000e+00, 2.636718750000000000e+00, 3.000000000000000000e+00, 7.363281250000000000e+00
2.935546875000000000e+01, 2.091796875000000000e+01, 1.763671875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.185546875000000000e+01, 1.341796875000000000e+01, 2.513671875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
6.855468750000000000e+00, 2.841796875000000000e+01, 1.013671875000000000e+01, 3.000000000000000000e+00, 3.144531250000000000e+00
4.980468750000000000e+00, 2.929687500000000000e-01, 2.701171875000000000e+01, 3.000000000000000000e+00, 9.707031250000000000e+00
1.998046875000000000e+01, 1.529296875000000000e+01, 1.201171875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.748046875000000000e+01, 7.792968750000000000e+00, 4.511718750000000000e+00, 3.000000000000000000e+00, 5.488281250000000000e+00
1.248046875000000000e+01, 2.279296875000000000e+01, 1.951171875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.730468750000000000e+00, 1.154296875000000000e+01, 8.261718750000000000e+00, 3.000000000000000000e+00, 1.738281250000000000e+00
2.373046875000000000e+01, 2.654296875000000000e+01, 2.326171875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.623046875000000000e+01, 4.042968750000000000e+00, 1.576171875000000000e+01, 3.000000000000000000e+00, 5.957031250000000000e+00
1.230468750000000000e+00, 1.904296875000000000e+01, 7.617187500000000000e-01, 3.000000000000000000e+00, 9.238281250000000000e+00
1.699218750000000000e+00, 1.294921875000000000e+01, 2.841796875000000000e+01, 3.000000000000000000e+00, 8.300781250000000000e+00
1.669921875000000000e+01, 2.794921875000000000e+01, 1.341796875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.419921875000000000e+01, 5.449218750000000000e+00, 5.917968750000000000e+00, 3.000000000000000000e+00, 4.550781250000000000e+00
9.199218750000000000e+00, 2.044921875000000000e+01, 2.091796875000000000e+01, 3.000000000000000000e+00, 8.007812500000000000e-01
1.294921875000000000e+01, 1.699218750000000000e+00, 9.667968750000000000e+00, 3.000000000000000000e+00, 8.300781250000000000e+00
2.794921875000000000e+01, 1.669921875000000000e+01, 2.466796875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.044921875000000000e+01, 9.199218750000000000e+00, 1.716796875000000000e+01, 3.000000000000000000e+00, 8.007812500000000000e-01
5.449218750000000000e+00, 2.419921875000000000e+01, 2.167968750000000000e+00, 3.000000000000000000e+00, 7.832031250000000000e+00
7.324218750000000000e+00, 7.324218750000000000e+00, 1.904296875000000000e+01, 3.000000000000000000e+00, 2.675781250000000000e+00
2.232421875000000000e+01, 2.232421875000000000e+01, 4.042968750000000000e+00, 3.000000000000000000e+00, 5.957031250000000000e+00
2.982421875000000000e+01, 1.482421875000000000e+01, 1.154296875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.482421875000000000e+01, 2.982421875000000000e+01, 2.654296875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.107421875000000000e+01, 1.107421875000000000e+01, 2.929687500000000000e-01, 3.000000000000000000e+00, 9.707031250000000000e+00
2.607421875000000000e+01, 2.607421875000000000e+01, 1.529296875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.857421875000000000e+01, 3.574218750000000000e+00, 2.279296875000000000e+01, 3.000000000000000000e+00, 6.425781250000000000e+00
3.574218750000000000e+00, 1.857421875000000000e+01, 7.792968750000000000e+00, 3.000000000000000000e+00, 6.425781250000000000e+00
2.636718750000000000e+00, 2.636718750000000000e+00, 4.980468750000000000e+00, 3.000000000000000000e+00, 7.363281250000000000e+00
1.763671875000000000e+01, 1.763671875000000000e+01, 1.998046875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.513671875000000000e+01, 1.013671875000000000e+01, 2.748046875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.013671875000000000e+01, 2.513671875000000000e+01, 1.248046875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.388671875000000000e+01, 1.388671875000000000e+01, 1.623046875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.888671875000000000e+01, 2.888671875000000000e+01, 1.230468750000000000e+00, 3.000000000000000000e+00, 8.769531250000000000e+00
2.138671875000000000e+01, 6.386718750000000000e+00, 8.730468750000000000e+00, 3.000000000000000000e+00, 3.613281250000000000e+00
6.386718750000000000e+00, 2.138671875000000000e+01, 2.373046875000000000e+01, 3.000000000000000000e+00, 3.613281250000000000e+00
4.511718750000000000e+00, 8.261718750000000000e+00, 1.435546875000000000e+01, 3.000000000000000000e+00, 5.488281250000000000e+00
1.951171875000000000e+01, 2.326171875000000000e+01, 2.935546875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.701171875000000000e+01, 7.617187500000000000e-01, 2.185546875000000000e+01, 3.000000000000000000e+00, 9.238281250000000000e+00
1.201171875000000000e+01, 1.576171875000000000e+01, 6.855468750000000000e+00, 3.000000000000000000e+00, 3.144531250000000000e+00
8.261718750000000000e+00, 4.511718750000000000e+00, 2.560546875000000000e+01, 3.000000000000000000e+00, 5.488281250000000000e+00
2.326171875000000000e+01, 1.951171875000000000e+01, 1.060546875000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.576171875000000000e+01, 1.201171875000000000e+01, 3.105468750000000000e+00, 3.000000000000000000e+00, 6.894531250000000000e+00
7.617187500000000000e-01, 2.701171875000000000e+01, 1.810546875000000000e+01, 3.000000000000000000e+00, 9.238281250000000000e+00
5.273437500000000000e-01, 8.964843750000000000e+00, 3.339843750000000000e+00, 3.000000000000000000e+00, 9.472656250000000000e+00
1.552734375000000000e+01, 2.396484375000000000e+01, 1.833984375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.302734375000000000e+01, 1.464843750000000000e+00, 2.583984375000000000e+01, 3.000000000000000000e+00, 8.535156250000000000e+00
8.027343750000000000e+00, 1.646484375000000000e+01, 1.083984375000000000e+01, 3.000000000000000000e+00, 1.972656250000000000e+00
1.177734375000000000e+01, 5.214843750000000000e+00, 2.208984375000000000e+01, 3.000000000000000000e+00, 4.785156250000000000e+00
2.677734375000000000e+01, 2.021484375000000000e+01, 7.089843750000000000e+00, 3.000000000000000000e+00, 2.910156250000000000e+00
1.927734375000000000e+01, 1.271484375000000000e+01, 1.458984375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
4.277343750000000000e+00, 2.771484375000000000e+01, 2.958984375000000000e+01, 3.000000000000000000e+00, 5.722656250000000000e+00
6.152343750000000000e+00, 3.339843750000000000e+00, 8.964843750000000000e+00, 3.000000000000000000e+00, 6.660156250000000000e+00
2.115234375000000000e+01, 1.833984375000000000e+01, 2.396484375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.865234375000000000e+01, 1.083984375000000000e+01, 1.646484375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.365234375000000000e+01, 2.583984375000000000e+01, 1.464843750000000000e+00, 3.000000000000000000e+00, 8.535156250000000000e+00
9.902343750000000000e+00, 1.458984375000000000e+01, 2.771484375000000000e+01, 3.000000000000000000e+00, 9.765625000000000000e-02
2.490234375000000000e+01, 2.958984375000000000e+01, 1.271484375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.740234375000000000e+01, 7.089843750000000000e+00, 5.214843750000000000e+00, 3.000000000000000000e+00, 4.785156250000000000e+00
2.402343750000000000e+00, 2.208984375000000000e+01, 2.021484375000000000e+01, 3.000000000000000000e+00, 7.597656250000000000e+00
3.339843750000000000e+00, 6.152343750000000000e+00, 2.302734375000000000e+01, 3.000000000000000000e+00, 6.660156250000000000e+00
1.833984375000000000e+01, 2.115234375000000000e+01, 8.027343750000000000e+00, 3.000000000000000000e+00, 1.972656250000000000e+00
2.583984375000000000e+01, 1.365234375000000000e+01, 5.273437500000000000e-01, 3.000000000000000000e+00, 9.472656250000000000e+00
1.083984375000000000e+01, 2.865234375000000000e+01, 1.552734375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.458984375000000000e+01, 9.902343750000000000e+00, 1.177734375000000000e+01, 3.000000000000000000e+00, 9.765625000000000000e-02
2.958984375000000000e+01, 2.490234375000000000e+01, 2.677734375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.208984375000000000e+01, 2.402343750000000000e+00, 1.927734375000000000e+01, 3.000000000000000000e+00, 7.597656250000000000e+00
7.089843750000000000e+00, 1.740234375000000000e+01, 4.277343750000000000e+00, 3.000000000000000000e+00, 5.722656250000000000e+00
5.214843750000000000e+00, 1.177734375000000000e+01, 1.740234375000000000e+01, 3.000000000000000000e+00, 4.785156250000000000e+00
2.021484375000000000e+01, 2.677734375000000000e+01, 2.402343750000000000e+00, 3.000000000000000000e+00, 7.597656250000000000e+00
2.771484375000000000e+01, 4.277343750000000000e+00, 9.902343750000000000e+00, 3.000000000000000000e+00, 5.722656250000000000e+00
1.271484375000000000e+01, 1.927734375000000000e+01, 2.490234375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.964843750000000000e+00, 5.273437500000000000e-01, 6.152343750000000000e+00, 3.000000000000000000e+00, 9.472656250000000000e+00
2.396484375000000000e+01, 1.552734375000000000e+01, 2.115234375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.646484375000000000e+01, 8.027343750000000000e+00, 2.865234375000000000e+01, 3.000000000000000000e+00, 1.972656250000000000e+00
1.464843750000000000e+00, 2.302734375000000000e+01, 1.365234375000000000e+01, 3.000000000000000000e+00, 8.535156250000000000e+00
9.960937500000000000e-01, 9.960937500000000000e-01, 1.505859375000000000e+01, 3.000000000000000000e+00, 9.003906250000000000e+00
1.599609375000000000e+01, 1.599609375000000000e+01, 5.859375000000000000e-02, 3.000000000000000000e+00, 9.941406250000000000e+00
2.349609375000000000e+01, 8.496093750000000000e+00, 7.558593750000000000e+00, 3.000000000000000000e+00, 2.441406250000000000e+00
8.496093750000000000e+00, 2.349609375000000000e+01, 2.255859375000000000e+01, 3.000000000000000000e+00, 1.503906250000000000e+00
1.224609375000000000e+01, 1.224609375000000000e+01, 3.808593750000000000e+00, 3.000000000000000000e+00, 6.191406250000000000e+00
2.724609375000000000e+01, 2.724609375000000000e+01, 1.880859375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.974609375000000000e+01, 4.746093750000000000e+00, 2.630859375000000000e+01, 3.000000000000000000e+00, 5.253906250000000000e+00
4.746093750000000000e+00, 1.974609375000000000e+01, 1.130859375000000000e+01, 3.000000000000000000e+00, 5.253906250000000000e+00
6.621093750000000000e+00, 1.037109375000000000e+01, 2.443359375000000000e+01, 3.000000000000000000e+00, 3.378906250000000000e+00
2.162109375000000000e+01, 2.537109375000000000e+01, 9.433593750000000000e+00, 3.000000000000000000e+00, 5.664062500000000000e-01
2.912109375000000000e+01, 2.871093750000000000e+00, 1.933593750000000000e+00, 3.000000000000000000e+00, 8.066406250000000000e+00
1.412109375000000000e+01, 1.787109375000000000e+01, 1.693359375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.037109375000000000e+01, 6.621093750000000000e+00, 1.318359375000000000e+01, 3.000000000000000000e+00, 3.378906250000000000e+00
2.537109375000000000e+01, 2.162109375000000000e+01, 2.818359375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.787109375000000000e+01, 1.412109375000000000e+01, 2.068359375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.871093750000000000e+00, 2.912109375000000000e+01, 5.683593750000000000e+00, 3.000000000000000000e+00, 7.128906250000000000e+00
1.933593750000000000e+00, 1.318359375000000000e+01, 1.037109375000000000e+01, 3.000000000000000000e+00, 8.066406250000000000e+00
1.693359375000000000e+01, 2.818359375000000000e+01, 2.537109375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.443359375000000000e+01, 5.683593750000000000e+00, 1.787109375000000000e+01, 3.000000000000000000e+00, 4.316406250000000000e+00
9.433593750000000000e+00, 2.068359375000000000e+01, 2.871093750000000000e+00, 3.000000000000000000e+00, 7.128906250000000000e+00
1.318359375000000000e+01, 1.933593750000000000e+00, 2.912109375000000000e+01, 3.000000000000000000e+00, 8.066406250000000000e+00
2.818359375000000000e+01, 1.693359375000000000e+01, 1.412109375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.068359375000000000e+01, 9.433593750000000000e+00, 6.621093750000000000e+00, 3.000000000000000000e+00, 3.378906250000000000e+00
5.683593750000000000e+00, 2.443359375000000000e+01, 2.162109375000000000e+01, 3.000000000000000000e+00, 4.316406250000000000e+00
3.808593750000000000e+00, 3.808593750000000000e+00, 9.960937500000000000e-01, 3.000000000000000000e+00, 9.003906250000000000e+00
1.880859375000000000e+01, 1.880859375000000000e+01, 1.599609375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.630859375000000000e+01, 1.130859375000000000e+01, 2.349609375000000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.130859375000000000e+01, 2.630859375000000000e+01, 8.496093750000000000e+00, 3.000000000000000000e+00, 1.503906250000000000e+00
7.558593750000000000e+00, 7.558593750000000000e+00, 1.974609375000000000e+01, 3.000000000000000000e+00, 2.441406250000000000e+00
2.255859375000000000e+01, 2.255859375000000000e+01, 4.746093750000000000e+00, 3.000000000000000000e+00, 5.253906250000000000e+00
1.505859375000000000e+01, 5.859375000000000000e-02, 1.224609375000000000e+01, 3.000000000000000000e+00, 9.941406250000000000e+00
5.859375000000000000e-02, 1.505859375000000000e+01, 2.724609375000000000e+01, 3.000000000000000000e+00, 9.941406250000000000e+00
8.789062500000000000e-02, 7.529296875000000000e+00, 1.086914062500000000e+01, 3.000000000000000000e+00, 9.912109375000000000e+00
1.508789062500000000e+01, 2.252929687500000000e+01, 2.586914062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.258789062500000000e+01, 2.929687500000000000e-02, 1.836914062500000000e+01, 3.000000000000000000e+00, 9.970703125000000000e+00
7.587890625000000000e+00, 1.502929687500000000e+01, 3.369140625000000000e+00, 3.000000000000000000e+00, 6.630859375000000000e+00
1.133789062500000000e+01, 3.779296875000000000e+00, 2.961914062500000000e+01, 3.000000000000000000e+00, 6.220703125000000000e+00
2.633789062500000000e+01, 1.877929687500000000e+01, 1.461914062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.883789062500000000e+01, 1.127929687500000000e+01, 7.119140625000000000e+00, 3.000000000000000000e+00, 2.880859375000000000e+00
3.837890625000000000e+00, 2.627929687500000000e+01, 2.211914062500000000e+01, 3.000000000000000000e+00, 6.162109375000000000e+00
5.712890625000000000e+00, 1.904296875000000000e+00, 1.494140625000000000e+00, 3.000000000000000000e+00, 8.505859375000000000e+00
2.071289062500000000e+01, 1.690429687500000000e+01, 1.649414062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.821289062500000000e+01, 9.404296875000000000e+00, 2.399414062500000000e+01, 3.000000000000000000e+00, 5.957031250000000000e-01
1.321289062500000000e+01, 2.440429687500000000e+01, 8.994140625000000000e+00, 3.000000000000000000e+00, 1.005859375000000000e+00
9.462890625000000000e+00, 1.315429687500000000e+01, 2.024414062500000000e+01, 3.000000000000000000e+00, 5.371093750000000000e-01
2.446289062500000000e+01, 2.815429687500000000e+01, 5.244140625000000000e+00, 3.000000000000000000e+00, 4.755859375000000000e+00
1.696289062500000000e+01, 5.654296875000000000e+00, 1.274414062500000000e+01, 3.000000000000000000e+00, 4.345703125000000000e+00
1.962890625000000000e+00, 2.065429687500000000e+01, 2.774414062500000000e+01, 3.000000000000000000e+00, 8.037109375000000000e+00
2.900390625000000000e+00, 6.591796875000000000e+00, 1.555664062500000000e+01, 3.000000000000000000e+00, 7.099609375000000000e+00
1.790039062500000000e+01, 2.159179687500000000e+01, 5.566406250000000000e-01, 3.000000000000000000e+00, 9.443359375000000000e+00
2.540039062500000000e+01, 1.409179687500000000e+01, 8.056640625000000000e+00, 3.000000000000000000e+00, 1.943359375000000000e+00
1.040039062500000000e+01, 2.909179687500000000e+01, 2.305664062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.415039062500000000e+01, 1.034179687500000000e+01, 4.306640625000000000e+00, 3.000000000000000000e+00, 5.693359375000000000e+00
2.915039062500000000e+01, 2.534179687500000000e+01, 1.930664062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.165039062500000000e+01, 2.841796875000000000e+00, 2.680664062500000000e+01, 3.000000000000000000e+00, 7.158203125000000000e+00
6.650390625000000000e+00, 1.784179687500000000e+01, 1.180664062500000000e+01, 3.000000000000000000e+00, 3.349609375000000000e+00
4.775390625000000000e+00, 1.221679687500000000e+01, 2.493164062500000000e+01, 3.000000000000000000e+00, 5.224609375000000000e+00
1.977539062500000000e+01, 2.721679687500000000e+01, 9.931640625000000000e+00, 3.000000000000000000e+00, 6.835937500000000000e-02
2.727539062500000000e+01, 4.716796875000000000e+00, 2.431640625000000000e+00, 3.000000000000000000e+00, 7.568359375000000000e+00
1.227539062500000000e+01, 1.971679687500000000e+01, 1.743164062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.525390625000000000e+00, 9.667968750000000000e-01, 1.368164062500000000e+01, 3.000000000000000000e+00, 9.033203125000000000e+00
2.352539062500000000e+01, 1.596679687500000000e+01, 2.868164062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.602539062500000000e+01, 8.466796875000000000e+00, 2.118164062500000000e+01, 3.000000000000000000e+00, 1.533203125000000000e+00
1.025390625000000000e+00, 2.346679687500000000e+01, 6.181640625000000000e+00, 3.000000000000000000e+00, 8.974609375000000000e+00
1.494140625000000000e+00, 4.980468750000000000e-01, 2.258789062500000000e+01, 3.000000000000000000e+00, 9.501953125000000000e+00
1.649414062500000000e+01, 1.549804687500000000e+01, 7.587890625000000000e+00, 3.000000000000000000e+00, 2.412109375000000000e+00
2.399414062500000000e+01, 7.998046875000000000e+00, 8.789062500000000000e-02, 3.000000000000000000e+00, 9.912109375000000000e+00
8.994140625000000000e+00, 2.299804687500000000e+01, 1.508789062500000000e+01, 3.000000000000000000e+00, 1.005859375000000000e+00
1.274414062500000000e+01, 1.174804687500000000e+01, 1.133789062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.774414062500000000e+01, 2.674804687500000000e+01, 2.633789062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.024414062500000000e+01, 4.248046875000000000e+00, 1.883789062500000000e+01, 3.000000000000000000e+00, 5.751953125000000000e+00
5.244140625000000000e+00, 1.924804687500000000e+01, 3.837890625000000000e+00, 3.000000000000000000e+00, 6.162109375000000000e+00
7.119140625000000000e+00, 9.873046875000000000e+00, 1.696289062500000000e+01, 3.000000000000000000e+00, 2.880859375000000000e+00
2.211914062500000000e+01, 2.487304687500000000e+01, 1.962890625000000000e+00, 3.000000000000000000e+00, 8.037109375000000000e+00
2.961914062500000000e+01, 2.373046875000000000e+00, 9.462890625000000000e+00, 3.000000000000000000e+00, 7.626953125000000000e+00
1.461914062500000000e+01, 1.737304687500000000e+01, 2.446289062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.086914062500000000e+01, 6.123046875000000000e+00, 5.712890625000000000e+00, 3.000000000000000000e+00, 4.287109375000000000e+00
2.586914062500000000e+01, 2.112304687500000000e+01, 2.071289062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.836914062500000000e+01, 1.362304687500000000e+01, 2.821289062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
3.369140625000000000e+00, 2.862304687500000000e+01, 1.321289062500000000e+01, 3.000000000000000000e+00, 6.630859375000000000e+00
2.431640625000000000e+00, 1.456054687500000000e+01, 2.900390625000000000e+00, 3.000000000000000000e+00, 7.568359375000000000e+00
1.743164062500000000e+01, 2.956054687500000000e+01, 1.790039062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.493164062500000000e+01, 7.060546875000000000e+00, 2.540039062500000000e+01, 3.000000000000000000e+00, 2.939453125000000000e+00
9.931640625000000000e+00, 2.206054687500000000e+01, 1.040039062500000000e+01, 3.000000000000000000e+00, 6.835937500000000000e-02
1.368164062500000000e+01, 3.310546875000000000e+00, 2.165039062500000000e+01, 3.000000000000000000e+00, 6.689453125000000000e+00
2.868164062500000000e+01, 1.831054687500000000e+01, 6.650390625000000000e+00, 3.000000000000000000e+00, 3.349609375000000000e+00
2.118164062500000000e+01, 1.081054687500000000e+01, 1.415039062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
6.181640625000000000e+00, 2.581054687500000000e+01, 2.915039062500000000e+01, 3.000000000000000000e+00, 3.818359375000000000e+00
4.306640625000000000e+00, 5.185546875000000000e+00, 8.525390625000000000e+00, 3.000000000000000000e+00, 5.693359375000000000e+00
1.930664062500000000e+01, 2.018554687500000000e+01, 2.352539062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.680664062500000000e+01, 1.268554687500000000e+01, 1.602539062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.180664062500000000e+01, 2.768554687500000000e+01, 1.025390625000000000e+00, 3.000000000000000000e+00, 8.974609375000000000e+00
8.056640625000000000e+00, 8.935546875000000000e+00, 2.727539062500000000e+01, 3.000000000000000000e+00, 1.943359375000000000e+00
2.305664062500000000e+01, 2.393554687500000000e+01, 1.227539062500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.555664062500000000e+01, 1.435546875000000000e+00, 4.775390625000000000e+00, 3.000000000000000000e+00, 8.564453125000000000e+00
5.566406250000000000e-01, 1.643554687500000000e+01, 1.977539062500000000e+01, 3.000000000000000000e+00, 9.443359375000000000e+00
7.910156250000000000e-01, 4.482421875000000000e+00, 5.478515625000000000e+00, 3.000000000000000000e+00, 9.208984375000000000e+00
1.579101562500000000e+01, 1.948242187500000000e+01, 2.047851562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.329101562500000000e+01, 1.198242187500000000e+01, 2.797851562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.291015625000000000e+00, 2.698242187500000000e+01, 1.297851562500000000e+01, 3.000000000000000000e+00, 1.708984375000000000e+00
1.204101562500000000e+01, 8.232421875000000000e+00, 1.672851562500000000e+01, 3.000000000000000000e+00, 1.767578125000000000e+00
2.704101562500000000e+01, 2.323242187500000000e+01, 1.728515625000000000e+00, 3.000000000000000000e+00, 8.271484375000000000e+00
1.954101562500000000e+01, 7.324218750000000000e-01, 9.228515625000000000e+00, 3.000000000000000000e+00, 9.267578125000000000e+00
4.541015625000000000e+00, 1.573242187500000000e+01, 2.422851562500000000e+01, 3.000000000000000000e+00, 5.458984375000000000e+00
6.416015625000000000e+00, 1.385742187500000000e+01, 1.485351562500000000e+01, 3.000000000000000000e+00, 3.583984375000000000e+00
2.141601562500000000e+01, 2.885742187500000000e+01, 2.985351562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.891601562500000000e+01, 6.357421875000000000e+00, 2.235351562500000000e+01, 3.000000000000000000e+00, 3.642578125000000000e+00
1.391601562500000000e+01, 2.135742187500000000e+01, 7.353515625000000000e+00, 3.000000000000000000e+00, 2.646484375000000000e+00
1.016601562500000000e+01, 2.607421875000000000e+00, 2.610351562500000000e+01, 3.000000000000000000e+00, 7.392578125000000000e+00
2.516601562500000000e+01, 1.760742187500000000e+01, 1.110351562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.766601562500000000e+01, 1.010742187500000000e+01, 3.603515625000000000e+00, 3.000000000000000000e+00, 6.396484375000000000e+00
2.666015625000000000e+00, 2.510742187500000000e+01, 1.860351562500000000e+01, 3.000000000000000000e+00, 7.333984375000000000e+00
3.603515625000000000e+00, 1.104492187500000000e+01, 2.891601562500000000e+01, 3.000000000000000000e+00, 6.396484375000000000e+00
1.860351562500000000e+01, 2.604492187500000000e+01, 1.391601562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.610351562500000000e+01, 3.544921875000000000e+00, 6.416015625000000000e+00, 3.000000000000000000e+00, 6.455078125000000000e+00
1.110351562500000000e+01, 1.854492187500000000e+01, 2.141601562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.485351562500000000e+01, 7.294921875000000000e+00, 1.016601562500000000e+01, 3.000000000000000000e+00, 2.705078125000000000e+00
2.985351562500000000e+01, 2.229492187500000000e+01, 2.516601562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.235351562500000000e+01, 1.479492187500000000e+01, 1.766601562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
7.353515625000000000e+00, 2.979492187500000000e+01, 2.666015625000000000e+00, 3.000000000000000000e+00, 7.333984375000000000e+00
5.478515625000000000e+00, 1.669921875000000000e+00, 1.954101562500000000e+01, 3.000000000000000000e+00, 8.330078125000000000e+00
2.047851562500000000e+01, 1.666992187500000000e+01, 4.541015625000000000e+00, 3.000000000000000000e+00, 5.458984375000000000e+00
2.797851562500000000e+01, 9.169921875000000000e+00, 1.204101562500000000e+01, 3.000000000000000000e+00, 8.300781250000000000e-01
1.297851562500000000e+01, 2.416992187500000000e+01, 2.704101562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.228515625000000000e+00, 1.291992187500000000e+01, 7.910156250000000000e-01, 3.000000000000000000e+00, 9.208984375000000000e+00
2.422851562500000000e+01, 2.791992187500000000e+01, 1.579101562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.672851562500000000e+01, 5.419921875000000000e+00, 2.329101562500000000e+01, 3.000000000000000000e+00, 4.580078125000000000e+00
1.728515625000000000e+00, 2.041992187500000000e+01, 8.291015625000000000e+00, 3.000000000000000000e+00, 8.271484375000000000e+00
1.259765625000000000e+00, 1.151367187500000000e+01, 2.094726562500000000e+01, 3.000000000000000000e+00, 8.740234375000000000e+00
1.625976562500000000e+01, 2.651367187500000000e+01, 5.947265625000000000e+00, 3.000000000000000000e+00, 4.052734375000000000e+00
2.375976562500000000e+01, 4.013671875000000000e+00, 1.344726562500000000e+01, 3.000000000000000000e+00, 5.986328125000000000e+00
8.759765625000000000e+00, 1.901367187500000000e+01, 2.844726562500000000e+01, 3.000000000000000000e+00, 1.240234375000000000e+00
1.250976562500000000e+01, 2.636718750000000000e-01, 2.197265625000000000e+00, 3.000000000000000000e+00, 9.736328125000000000e+00
2.750976562500000000e+01, 1.526367187500000000e+01, 1.719726562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.000976562500000000e+01, 7.763671875000000000e+00, 2.469726562500000000e+01, 3.000000000000000000e+00, 2.236328125000000000e+00
5.009765625000000000e+00, 2.276367187500000000e+01, 9.697265625000000000e+00, 3.000000000000000000e+00, 4.990234375000000000e+00
6.884765625000000000e+00, 5.888671875000000000e+00, 2.657226562500000000e+01, 3.000000000000000000e+00, 4.111328125000000000e+00
2.188476562500000000e+01, 2.088867187500000000e+01, 1.157226562500000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.938476562500000000e+01, 1.338867187500000000e+01, 4.072265625000000000e+00, 3.000000000000000000e+00, 5.927734375000000000e+00
