# 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, 4th underlying asset price, time, price
7.067871093750000000e+00, 4.240722656250000000e+00, 1.593017578125000000e+01, 2.682861328125000000e+01, 3.000000000000000000e+00, 5.759277343750000000e+00
2.206787109375000000e+01, 1.924072265625000000e+01, 9.301757812500000000e-01, 1.182861328125000000e+01, 3.000000000000000000e+00, 9.069824218750000000e+00
2.956787109375000000e+01, 1.174072265625000000e+01, 8.430175781250000000e+00, 1.932861328125000000e+01, 3.000000000000000000e+00, 1.569824218750000000e+00
1.456787109375000000e+01, 2.674072265625000000e+01, 2.343017578125000000e+01, 4.328613281250000000e+00, 3.000000000000000000e+00, 5.671386718750000000e+00
1.081787109375000000e+01, 7.990722656250000000e+00, 4.680175781250000000e+00, 2.307861328125000000e+01, 3.000000000000000000e+00, 5.319824218750000000e+00
2.581787109375000000e+01, 2.299072265625000000e+01, 1.968017578125000000e+01, 8.078613281250000000e+00, 3.000000000000000000e+00, 1.921386718750000000e+00
1.831787109375000000e+01, 4.907226562500000000e-01, 2.718017578125000000e+01, 1.557861328125000000e+01, 3.000000000000000000e+00, 9.509277343750000000e+00
3.317871093750000000e+00, 1.549072265625000000e+01, 1.218017578125000000e+01, 5.786132812500000000e-01, 3.000000000000000000e+00, 9.421386718750000000e+00
2.380371093750000000e+00, 1.428222656250000000e+00, 1.867675781250000000e+00, 7.141113281250000000e+00, 3.000000000000000000e+00, 8.571777343750000000e+00
1.738037109375000000e+01, 1.642822265625000000e+01, 1.686767578125000000e+01, 2.214111328125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.488037109375000000e+01, 8.928222656250000000e+00, 2.436767578125000000e+01, 1.464111328125000000e+01, 3.000000000000000000e+00, 1.071777343750000000e+00
9.880371093750000000e+00, 2.392822265625000000e+01, 9.367675781250000000e+00, 2.964111328125000000e+01, 3.000000000000000000e+00, 6.323242187500000000e-01
1.363037109375000000e+01, 1.267822265625000000e+01, 2.061767578125000000e+01, 3.391113281250000000e+00, 3.000000000000000000e+00, 6.608886718750000000e+00
2.863037109375000000e+01, 2.767822265625000000e+01, 5.617675781250000000e+00, 1.839111328125000000e+01, 3.000000000000000000e+00, 4.382324218750000000e+00
2.113037109375000000e+01, 5.178222656250000000e+00, 1.311767578125000000e+01, 1.089111328125000000e+01, 3.000000000000000000e+00, 4.821777343750000000e+00
6.130371093750000000e+00, 2.017822265625000000e+01, 2.811767578125000000e+01, 2.589111328125000000e+01, 3.000000000000000000e+00, 3.869628906250000000e+00
4.255371093750000000e+00, 1.080322265625000000e+01, 1.124267578125000000e+01, 1.651611328125000000e+01, 3.000000000000000000e+00, 5.744628906250000000e+00
1.925537109375000000e+01, 2.580322265625000000e+01, 2.624267578125000000e+01, 1.516113281250000000e+00, 3.000000000000000000e+00, 8.483886718750000000e+00
2.675537109375000000e+01, 3.303222656250000000e+00, 1.874267578125000000e+01, 2.401611328125000000e+01, 3.000000000000000000e+00, 6.696777343750000000e+00
1.175537109375000000e+01, 1.830322265625000000e+01, 3.742675781250000000e+00, 9.016113281250000000e+00, 3.000000000000000000e+00, 6.257324218750000000e+00
8.005371093750000000e+00, 7.053222656250000000e+00, 2.999267578125000000e+01, 2.026611328125000000e+01, 3.000000000000000000e+00, 2.946777343750000000e+00
2.300537109375000000e+01, 2.205322265625000000e+01, 1.499267578125000000e+01, 5.266113281250000000e+00, 3.000000000000000000e+00, 4.733886718750000000e+00
1.550537109375000000e+01, 1.455322265625000000e+01, 7.492675781250000000e+00, 2.776611328125000000e+01, 3.000000000000000000e+00, 2.507324218750000000e+00
5.053710937500000000e-01, 2.955322265625000000e+01, 2.249267578125000000e+01, 1.276611328125000000e+01, 3.000000000000000000e+00, 9.494628906250000000e+00
7.397460937500000000e-01, 1.010009765625000000e+01, 6.789550781250000000e+00, 1.750488281250000000e+00, 3.000000000000000000e+00, 9.260253906250000000e+00
1.573974609375000000e+01, 2.510009765625000000e+01, 2.178955078125000000e+01, 1.675048828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.323974609375000000e+01, 2.600097656250000000e+00, 2.928955078125000000e+01, 9.250488281250000000e+00, 3.000000000000000000e+00, 7.399902343750000000e+00
8.239746093750000000e+00, 1.760009765625000000e+01, 1.428955078125000000e+01, 2.425048828125000000e+01, 3.000000000000000000e+00, 1.760253906250000000e+00
1.198974609375000000e+01, 6.350097656250000000e+00, 1.803955078125000000e+01, 5.500488281250000000e+00, 3.000000000000000000e+00, 4.499511718750000000e+00
2.698974609375000000e+01, 2.135009765625000000e+01, 3.039550781250000000e+00, 2.050048828125000000e+01, 3.000000000000000000e+00, 6.960449218750000000e+00
1.948974609375000000e+01, 1.385009765625000000e+01, 1.053955078125000000e+01, 1.300048828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
4.489746093750000000e+00, 2.885009765625000000e+01, 2.553955078125000000e+01, 2.800048828125000000e+01, 3.000000000000000000e+00, 5.510253906250000000e+00
6.364746093750000000e+00, 7.250976562500000000e-01, 1.241455078125000000e+01, 2.237548828125000000e+01, 3.000000000000000000e+00, 9.274902343750000000e+00
2.136474609375000000e+01, 1.572509765625000000e+01, 2.741455078125000000e+01, 7.375488281250000000e+00, 3.000000000000000000e+00, 2.624511718750000000e+00
2.886474609375000000e+01, 8.225097656250000000e+00, 1.991455078125000000e+01, 2.987548828125000000e+01, 3.000000000000000000e+00, 1.774902343750000000e+00
1.386474609375000000e+01, 2.322509765625000000e+01, 4.914550781250000000e+00, 1.487548828125000000e+01, 3.000000000000000000e+00, 5.085449218750000000e+00
1.011474609375000000e+01, 1.197509765625000000e+01, 2.366455078125000000e+01, 1.862548828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.511474609375000000e+01, 2.697509765625000000e+01, 8.664550781250000000e+00, 3.625488281250000000e+00, 3.000000000000000000e+00, 6.374511718750000000e+00
1.761474609375000000e+01, 4.475097656250000000e+00, 1.164550781250000000e+00, 2.612548828125000000e+01, 3.000000000000000000e+00, 8.835449218750000000e+00
2.614746093750000000e+00, 1.947509765625000000e+01, 1.616455078125000000e+01, 1.112548828125000000e+01, 3.000000000000000000e+00, 7.385253906250000000e+00
3.552246093750000000e+00, 5.412597656250000000e+00, 2.647705078125000000e+01, 1.206298828125000000e+01, 3.000000000000000000e+00, 6.447753906250000000e+00
1.855224609375000000e+01, 2.041259765625000000e+01, 1.147705078125000000e+01, 2.706298828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.605224609375000000e+01, 1.291259765625000000e+01, 3.977050781250000000e+00, 4.562988281250000000e+00, 3.000000000000000000e+00, 6.022949218750000000e+00
1.105224609375000000e+01, 2.791259765625000000e+01, 1.897705078125000000e+01, 1.956298828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.480224609375000000e+01, 9.162597656250000000e+00, 7.727050781250000000e+00, 8.312988281250000000e+00, 3.000000000000000000e+00, 2.272949218750000000e+00
2.980224609375000000e+01, 2.416259765625000000e+01, 2.272705078125000000e+01, 2.331298828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.230224609375000000e+01, 1.662597656250000000e+00, 1.522705078125000000e+01, 8.129882812500000000e-01, 3.000000000000000000e+00, 9.187011718750000000e+00
7.302246093750000000e+00, 1.666259765625000000e+01, 2.270507812500000000e-01, 1.581298828125000000e+01, 3.000000000000000000e+00, 9.772949218750000000e+00
5.427246093750000000e+00, 1.478759765625000000e+01, 2.085205078125000000e+01, 2.518798828125000000e+01, 3.000000000000000000e+00, 4.572753906250000000e+00
2.042724609375000000e+01, 2.978759765625000000e+01, 5.852050781250000000e+00, 1.018798828125000000e+01, 3.000000000000000000e+00, 4.147949218750000000e+00
2.792724609375000000e+01, 7.287597656250000000e+00, 1.335205078125000000e+01, 1.768798828125000000e+01, 3.000000000000000000e+00, 2.712402343750000000e+00
1.292724609375000000e+01, 2.228759765625000000e+01, 2.835205078125000000e+01, 2.687988281250000000e+00, 3.000000000000000000e+00, 7.312011718750000000e+00
9.177246093750000000e+00, 3.537597656250000000e+00, 2.102050781250000000e+00, 2.893798828125000000e+01, 3.000000000000000000e+00, 7.897949218750000000e+00
2.417724609375000000e+01, 1.853759765625000000e+01, 1.710205078125000000e+01, 1.393798828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.667724609375000000e+01, 1.103759765625000000e+01, 2.460205078125000000e+01, 2.143798828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.677246093750000000e+00, 2.603759765625000000e+01, 9.602050781250000000e+00, 6.437988281250000000e+00, 3.000000000000000000e+00, 8.322753906250000000e+00
1.208496093750000000e+00, 2.131347656250000000e+00, 1.944580078125000000e+01, 1.815673828125000000e+01, 3.000000000000000000e+00, 8.791503906250000000e+00
1.620849609375000000e+01, 1.713134765625000000e+01, 4.445800781250000000e+00, 3.156738281250000000e+00, 3.000000000000000000e+00, 6.843261718750000000e+00
2.370849609375000000e+01, 9.631347656250000000e+00, 1.194580078125000000e+01, 2.565673828125000000e+01, 3.000000000000000000e+00, 3.686523437500000000e-01
8.708496093750000000e+00, 2.463134765625000000e+01, 2.694580078125000000e+01, 1.065673828125000000e+01, 3.000000000000000000e+00, 1.291503906250000000e+00
1.245849609375000000e+01, 1.338134765625000000e+01, 6.958007812500000000e-01, 2.190673828125000000e+01, 3.000000000000000000e+00, 9.304199218750000000e+00
2.745849609375000000e+01, 2.838134765625000000e+01, 1.569580078125000000e+01, 6.906738281250000000e+00, 3.000000000000000000e+00, 3.093261718750000000e+00
1.995849609375000000e+01, 5.881347656250000000e+00, 2.319580078125000000e+01, 2.940673828125000000e+01, 3.000000000000000000e+00, 4.118652343750000000e+00
4.958496093750000000e+00, 2.088134765625000000e+01, 8.195800781250000000e+00, 1.440673828125000000e+01, 3.000000000000000000e+00, 5.041503906250000000e+00
6.833496093750000000e+00, 7.756347656250000000e+00, 2.882080078125000000e+01, 5.031738281250000000e+00, 3.000000000000000000e+00, 4.968261718750000000e+00
2.183349609375000000e+01, 2.275634765625000000e+01, 1.382080078125000000e+01, 2.003173828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.933349609375000000e+01, 2.563476562500000000e-01, 6.320800781250000000e+00, 1.253173828125000000e+01, 3.000000000000000000e+00, 9.743652343750000000e+00
1.433349609375000000e+01, 1.525634765625000000e+01, 2.132080078125000000e+01, 2.753173828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.058349609375000000e+01, 4.006347656250000000e+00, 1.007080078125000000e+01, 1.281738281250000000e+00, 3.000000000000000000e+00, 8.718261718750000000e+00
2.558349609375000000e+01, 1.900634765625000000e+01, 2.507080078125000000e+01, 1.628173828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.808349609375000000e+01, 1.150634765625000000e+01, 1.757080078125000000e+01, 8.781738281250000000e+00, 3.000000000000000000e+00, 1.218261718750000000e+00
3.083496093750000000e+00, 2.650634765625000000e+01, 2.570800781250000000e+00, 2.378173828125000000e+01, 3.000000000000000000e+00, 7.429199218750000000e+00
2.145996093750000000e+00, 1.244384765625000000e+01, 1.475830078125000000e+01, 2.846923828125000000e+01, 3.000000000000000000e+00, 7.854003906250000000e+00
1.714599609375000000e+01, 2.744384765625000000e+01, 2.975830078125000000e+01, 1.346923828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.464599609375000000e+01, 4.943847656250000000e+00, 2.225830078125000000e+01, 2.096923828125000000e+01, 3.000000000000000000e+00, 5.056152343750000000e+00
9.645996093750000000e+00, 1.994384765625000000e+01, 7.258300781250000000e+00, 5.969238281250000000e+00, 3.000000000000000000e+00, 4.030761718750000000e+00
1.339599609375000000e+01, 1.193847656250000000e+00, 2.600830078125000000e+01, 2.471923828125000000e+01, 3.000000000000000000e+00, 8.806152343750000000e+00
2.839599609375000000e+01, 1.619384765625000000e+01, 1.100830078125000000e+01, 9.719238281250000000e+00, 3.000000000000000000e+00, 2.807617187500000000e-01
2.089599609375000000e+01, 8.693847656250000000e+00, 3.508300781250000000e+00, 1.721923828125000000e+01, 3.000000000000000000e+00, 6.491699218750000000e+00
5.895996093750000000e+00, 2.369384765625000000e+01, 1.850830078125000000e+01, 2.219238281250000000e+00, 3.000000000000000000e+00, 7.780761718750000000e+00
4.020996093750000000e+00, 6.818847656250000000e+00, 5.383300781250000000e+00, 7.844238281250000000e+00, 3.000000000000000000e+00, 5.979003906250000000e+00
1.902099609375000000e+01, 2.181884765625000000e+01, 2.038330078125000000e+01, 2.284423828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.652099609375000000e+01, 1.431884765625000000e+01, 2.788330078125000000e+01, 3.442382812500000000e-01, 3.000000000000000000e+00, 9.655761718750000000e+00
1.152099609375000000e+01, 2.931884765625000000e+01, 1.288330078125000000e+01, 1.534423828125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
7.770996093750000000e+00, 1.056884765625000000e+01, 1.663330078125000000e+01, 1.159423828125000000e+01, 3.000000000000000000e+00, 2.229003906250000000e+00
2.277099609375000000e+01, 2.556884765625000000e+01, 1.633300781250000000e+00, 2.659423828125000000e+01, 3.000000000000000000e+00, 8.366699218750000000e+00
1.527099609375000000e+01, 3.068847656250000000e+00, 9.133300781250000000e+00, 4.094238281250000000e+00, 3.000000000000000000e+00, 6.931152343750000000e+00
2.709960937500000000e-01, 1.806884765625000000e+01, 2.413330078125000000e+01, 1.909423828125000000e+01, 3.000000000000000000e+00, 9.729003906250000000e+00
3.881835937500000000e-01, 1.185791015625000000e+01, 1.534423828125000000e+01, 5.852050781250000000e+00, 3.000000000000000000e+00, 9.611816406250000000e+00
1.538818359375000000e+01, 2.685791015625000000e+01, 3.442382812500000000e-01, 2.085205078125000000e+01, 3.000000000000000000e+00, 9.655761718750000000e+00
2.288818359375000000e+01, 4.357910156250000000e+00, 7.844238281250000000e+00, 1.335205078125000000e+01, 3.000000000000000000e+00, 5.642089843750000000e+00
7.888183593750000000e+00, 1.935791015625000000e+01, 2.284423828125000000e+01, 2.835205078125000000e+01, 3.000000000000000000e+00, 2.111816406250000000e+00
1.163818359375000000e+01, 6.079101562500000000e-01, 4.094238281250000000e+00, 2.102050781250000000e+00, 3.000000000000000000e+00, 9.392089843750000000e+00
2.663818359375000000e+01, 1.560791015625000000e+01, 1.909423828125000000e+01, 1.710205078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.913818359375000000e+01, 8.107910156250000000e+00, 2.659423828125000000e+01, 9.602050781250000000e+00, 3.000000000000000000e+00, 1.892089843750000000e+00
4.138183593750000000e+00, 2.310791015625000000e+01, 1.159423828125000000e+01, 2.460205078125000000e+01, 3.000000000000000000e+00, 5.861816406250000000e+00
6.013183593750000000e+00, 6.232910156250000000e+00, 2.471923828125000000e+01, 1.522705078125000000e+01, 3.000000000000000000e+00, 3.986816406250000000e+00
2.101318359375000000e+01, 2.123291015625000000e+01, 9.719238281250000000e+00, 2.270507812500000000e-01, 3.000000000000000000e+00, 9.772949218750000000e+00
2.851318359375000000e+01, 1.373291015625000000e+01, 2.219238281250000000e+00, 2.272705078125000000e+01, 3.000000000000000000e+00, 7.780761718750000000e+00
1.351318359375000000e+01, 2.873291015625000000e+01, 1.721923828125000000e+01, 7.727050781250000000e+00, 3.000000000000000000e+00, 2.272949218750000000e+00
9.763183593750000000e+00, 9.982910156250000000e+00, 1.346923828125000000e+01, 1.897705078125000000e+01, 3.000000000000000000e+00, 2.368164062500000000e-01
2.476318359375000000e+01, 2.498291015625000000e+01, 2.846923828125000000e+01, 3.977050781250000000e+00, 3.000000000000000000e+00, 6.022949218750000000e+00
1.726318359375000000e+01, 2.482910156250000000e+00, 2.096923828125000000e+01, 2.647705078125000000e+01, 3.000000000000000000e+00, 7.517089843750000000e+00
2.263183593750000000e+00, 1.748291015625000000e+01, 5.969238281250000000e+00, 1.147705078125000000e+01, 3.000000000000000000e+00, 7.736816406250000000e+00
3.200683593750000000e+00, 3.420410156250000000e+00, 1.065673828125000000e+01, 1.053955078125000000e+01, 3.000000000000000000e+00, 6.799316406250000000e+00
1.820068359375000000e+01, 1.842041015625000000e+01, 2.565673828125000000e+01, 2.553955078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.570068359375000000e+01, 1.092041015625000000e+01, 1.815673828125000000e+01, 3.039550781250000000e+00, 3.000000000000000000e+00, 6.960449218750000000e+00
1.070068359375000000e+01, 2.592041015625000000e+01, 3.156738281250000000e+00, 1.803955078125000000e+01, 3.000000000000000000e+00, 6.843261718750000000e+00
1.445068359375000000e+01, 1.467041015625000000e+01, 2.940673828125000000e+01, 1.428955078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.945068359375000000e+01, 2.967041015625000000e+01, 1.440673828125000000e+01, 2.928955078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.195068359375000000e+01, 7.170410156250000000e+00, 6.906738281250000000e+00, 6.789550781250000000e+00, 3.000000000000000000e+00, 3.210449218750000000e+00
6.950683593750000000e+00, 2.217041015625000000e+01, 2.190673828125000000e+01, 2.178955078125000000e+01, 3.000000000000000000e+00, 3.049316406250000000e+00
5.075683593750000000e+00, 9.045410156250000000e+00, 1.281738281250000000e+00, 2.741455078125000000e+01, 3.000000000000000000e+00, 8.718261718750000000e+00
2.007568359375000000e+01, 2.404541015625000000e+01, 1.628173828125000000e+01, 1.241455078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.757568359375000000e+01, 1.545410156250000000e+00, 2.378173828125000000e+01, 1.991455078125000000e+01, 3.000000000000000000e+00, 8.454589843750000000e+00
1.257568359375000000e+01, 1.654541015625000000e+01, 8.781738281250000000e+00, 4.914550781250000000e+00, 3.000000000000000000e+00, 5.085449218750000000e+00
8.825683593750000000e+00, 5.295410156250000000e+00, 2.003173828125000000e+01, 2.366455078125000000e+01, 3.000000000000000000e+00, 4.704589843750000000e+00
2.382568359375000000e+01, 2.029541015625000000e+01, 5.031738281250000000e+00, 8.664550781250000000e+00, 3.000000000000000000e+00, 4.968261718750000000e+00
1.632568359375000000e+01, 1.279541015625000000e+01, 1.253173828125000000e+01, 1.616455078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.325683593750000000e+00, 2.779541015625000000e+01, 2.753173828125000000e+01, 1.164550781250000000e+00, 3.000000000000000000e+00, 8.835449218750000000e+00
1.794433593750000000e+00, 3.889160156250000000e+00, 3.625488281250000000e+00, 1.944580078125000000e+01, 3.000000000000000000e+00, 8.205566406250000000e+00
1.679443359375000000e+01, 1.888916015625000000e+01, 1.862548828125000000e+01, 4.445800781250000000e+00, 3.000000000000000000e+00, 5.554199218750000000e+00
2.429443359375000000e+01, 1.138916015625000000e+01, 2.612548828125000000e+01, 2.694580078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.294433593750000000e+00, 2.638916015625000000e+01, 1.112548828125000000e+01, 1.194580078125000000e+01, 3.000000000000000000e+00, 7.055664062500000000e-01
1.304443359375000000e+01, 7.639160156250000000e+00, 2.237548828125000000e+01, 1.569580078125000000e+01, 3.000000000000000000e+00, 2.360839843750000000e+00
2.804443359375000000e+01, 2.263916015625000000e+01, 7.375488281250000000e+00, 6.958007812500000000e-01, 3.000000000000000000e+00, 9.304199218750000000e+00
2.054443359375000000e+01, 1.391601562500000000e-01, 1.487548828125000000e+01, 2.319580078125000000e+01, 3.000000000000000000e+00, 9.860839843750000000e+00
5.544433593750000000e+00, 1.513916015625000000e+01, 2.987548828125000000e+01, 8.195800781250000000e+00, 3.000000000000000000e+00, 4.455566406250000000e+00
7.419433593750000000e+00, 1.326416015625000000e+01, 9.250488281250000000e+00, 2.570800781250000000e+00, 3.000000000000000000e+00, 7.429199218750000000e+00
2.241943359375000000e+01, 2.826416015625000000e+01, 2.425048828125000000e+01, 1.757080078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.991943359375000000e+01, 5.764160156250000000e+00, 1.675048828125000000e+01, 1.007080078125000000e+01, 3.000000000000000000e+00, 4.235839843750000000e+00
1.491943359375000000e+01, 2.076416015625000000e+01, 1.750488281250000000e+00, 2.507080078125000000e+01, 3.000000000000000000e+00, 8.249511718750000000e+00
1.116943359375000000e+01, 2.014160156250000000e+00, 2.800048828125000000e+01, 6.320800781250000000e+00, 3.000000000000000000e+00, 7.985839843750000000e+00
2.616943359375000000e+01, 1.701416015625000000e+01, 1.300048828125000000e+01, 2.132080078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.866943359375000000e+01, 9.514160156250000000e+00, 5.500488281250000000e+00, 1.382080078125000000e+01, 3.000000000000000000e+00, 4.499511718750000000e+00
3.669433593750000000e+00, 2.451416015625000000e+01, 2.050048828125000000e+01, 2.882080078125000000e+01, 3.000000000000000000e+00, 6.330566406250000000e+00
2.731933593750000000e+00, 1.045166015625000000e+01, 2.331298828125000000e+01, 2.413330078125000000e+01, 3.000000000000000000e+00, 7.268066406250000000e+00
1.773193359375000000e+01, 2.545166015625000000e+01, 8.312988281250000000e+00, 9.133300781250000000e+00, 3.000000000000000000e+00, 1.687011718750000000e+00
2.523193359375000000e+01, 2.951660156250000000e+00, 8.129882812500000000e-01, 1.663330078125000000e+01, 3.000000000000000000e+00, 9.187011718750000000e+00
1.023193359375000000e+01, 1.795166015625000000e+01, 1.581298828125000000e+01, 1.633300781250000000e+00, 3.000000000000000000e+00, 8.366699218750000000e+00
1.398193359375000000e+01, 6.701660156250000000e+00, 1.206298828125000000e+01, 2.788330078125000000e+01, 3.000000000000000000e+00, 3.298339843750000000e+00
2.898193359375000000e+01, 2.170166015625000000e+01, 2.706298828125000000e+01, 1.288330078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.148193359375000000e+01, 1.420166015625000000e+01, 1.956298828125000000e+01, 2.038330078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
6.481933593750000000e+00, 2.920166015625000000e+01, 4.562988281250000000e+00, 5.383300781250000000e+00, 3.000000000000000000e+00, 5.437011718750000000e+00
4.606933593750000000e+00, 1.076660156250000000e+00, 1.768798828125000000e+01, 1.475830078125000000e+01, 3.000000000000000000e+00, 8.923339843750000000e+00
1.960693359375000000e+01, 1.607666015625000000e+01, 2.687988281250000000e+00, 2.975830078125000000e+01, 3.000000000000000000e+00, 7.312011718750000000e+00
2.710693359375000000e+01, 8.576660156250000000e+00, 1.018798828125000000e+01, 7.258300781250000000e+00, 3.000000000000000000e+00, 2.741699218750000000e+00
1.210693359375000000e+01, 2.357666015625000000e+01, 2.518798828125000000e+01, 2.225830078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.356933593750000000e+00, 1.232666015625000000e+01, 6.437988281250000000e+00, 1.100830078125000000e+01, 3.000000000000000000e+00, 3.562011718750000000e+00
2.335693359375000000e+01, 2.732666015625000000e+01, 2.143798828125000000e+01, 2.600830078125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.585693359375000000e+01, 4.826660156250000000e+00, 2.893798828125000000e+01, 3.508300781250000000e+00, 3.000000000000000000e+00, 6.491699218750000000e+00
8.569335937500000000e-01, 1.982666015625000000e+01, 1.393798828125000000e+01, 1.850830078125000000e+01, 3.000000000000000000e+00, 9.143066406250000000e+00
6.225585937500000000e-01, 3.735351562500000000e-01, 2.823486328125000000e+01, 2.999267578125000000e+01, 3.000000000000000000e+00, 9.626464843750000000e+00
1.562255859375000000e+01, 1.537353515625000000e+01, 1.323486328125000000e+01, 1.499267578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.312255859375000000e+01, 7.873535156250000000e+00, 5.734863281250000000e+00, 2.249267578125000000e+01, 3.000000000000000000e+00, 4.265136718750000000e+00
8.122558593750000000e+00, 2.287353515625000000e+01, 2.073486328125000000e+01, 7.492675781250000000e+00, 3.000000000000000000e+00, 2.507324218750000000e+00
1.187255859375000000e+01, 1.162353515625000000e+01, 9.484863281250000000e+00, 2.624267578125000000e+01, 3.000000000000000000e+00, 5.151367187500000000e-01
2.687255859375000000e+01, 2.662353515625000000e+01, 2.448486328125000000e+01, 1.124267578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.937255859375000000e+01, 4.123535156250000000e+00, 1.698486328125000000e+01, 1.874267578125000000e+01, 3.000000000000000000e+00, 5.876464843750000000e+00
4.372558593750000000e+00, 1.912353515625000000e+01, 1.984863281250000000e+00, 3.742675781250000000e+00, 3.000000000000000000e+00, 8.015136718750000000e+00
6.247558593750000000e+00, 9.748535156250000000e+00, 1.885986328125000000e+01, 9.367675781250000000e+00, 3.000000000000000000e+00, 3.752441406250000000e+00
2.124755859375000000e+01, 2.474853515625000000e+01, 3.859863281250000000e+00, 2.436767578125000000e+01, 3.000000000000000000e+00, 6.140136718750000000e+00
2.874755859375000000e+01, 2.248535156250000000e+00, 1.135986328125000000e+01, 1.867675781250000000e+00, 3.000000000000000000e+00, 8.132324218750000000e+00
1.374755859375000000e+01, 1.724853515625000000e+01, 2.635986328125000000e+01, 1.686767578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.997558593750000000e+00, 5.998535156250000000e+00, 1.098632812500000000e-01, 1.311767578125000000e+01, 3.000000000000000000e+00, 9.890136718750000000e+00
2.499755859375000000e+01, 2.099853515625000000e+01, 1.510986328125000000e+01, 2.811767578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.749755859375000000e+01, 1.349853515625000000e+01, 2.260986328125000000e+01, 5.617675781250000000e+00, 3.000000000000000000e+00, 4.382324218750000000e+00
2.497558593750000000e+00, 2.849853515625000000e+01, 7.609863281250000000e+00, 2.061767578125000000e+01, 3.000000000000000000e+00, 7.502441406250000000e+00
3.435058593750000000e+00, 1.443603515625000000e+01, 4.797363281250000000e+00, 1.780517578125000000e+01, 3.000000000000000000e+00, 6.564941406250000000e+00
1.843505859375000000e+01, 2.943603515625000000e+01, 1.979736328125000000e+01, 2.805175781250000000e+00, 3.000000000000000000e+00, 7.194824218750000000e+00
2.593505859375000000e+01, 6.936035156250000000e+00, 2.729736328125000000e+01, 2.530517578125000000e+01, 3.000000000000000000e+00, 3.063964843750000000e+00
1.093505859375000000e+01, 2.193603515625000000e+01, 1.229736328125000000e+01, 1.030517578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.468505859375000000e+01, 3.186035156250000000e+00, 1.604736328125000000e+01, 2.155517578125000000e+01, 3.000000000000000000e+00, 6.813964843750000000e+00
2.968505859375000000e+01, 1.818603515625000000e+01, 1.047363281250000000e+00, 6.555175781250000000e+00, 3.000000000000000000e+00, 8.952636718750000000e+00
2.218505859375000000e+01, 1.068603515625000000e+01, 8.547363281250000000e+00, 2.905517578125000000e+01, 3.000000000000000000e+00, 1.452636718750000000e+00
7.185058593750000000e+00, 2.568603515625000000e+01, 2.354736328125000000e+01, 1.405517578125000000e+01, 3.000000000000000000e+00, 2.814941406250000000e+00
5.310058593750000000e+00, 5.061035156250000000e+00, 1.417236328125000000e+01, 4.680175781250000000e+00, 3.000000000000000000e+00, 5.319824218750000000e+00
2.031005859375000000e+01, 2.006103515625000000e+01, 2.917236328125000000e+01, 1.968017578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.781005859375000000e+01, 1.256103515625000000e+01, 2.167236328125000000e+01, 1.218017578125000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.281005859375000000e+01, 2.756103515625000000e+01, 6.672363281250000000e+00, 2.718017578125000000e+01, 3.000000000000000000e+00, 3.327636718750000000e+00
9.060058593750000000e+00, 8.811035156250000000e+00, 2.542236328125000000e+01, 9.301757812500000000e-01, 3.000000000000000000e+00, 9.069824218750000000e+00
