# time, 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, 4th underlying asset price, price
3.000000000000000000e+01, 2.441162109375000000e+01, 2.966308593750000000e+00, 2.710693359375000000e+01, 2.479248046875000000e+00, 6.981751441955566406e+00
3.000000000000000000e+01, 1.911621093750000000e+00, 1.046630859375000000e+01, 4.606933593750000000e+00, 1.729248046875000000e+00, 7.962107658386230469e+00
3.000000000000000000e+01, 1.691162109375000000e+01, 2.546630859375000000e+01, 1.960693359375000000e+01, 2.292480468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.661621093750000000e+00, 6.716308593750000000e+00, 8.356933593750000000e+00, 2.104248046875000000e+00, 4.249203681945800781e+00
3.000000000000000000e+01, 2.066162109375000000e+01, 2.171630859375000000e+01, 2.335693359375000000e+01, 6.042480468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.316162109375000000e+01, 2.921630859375000000e+01, 8.569335937500000000e-01, 1.354248046875000000e+00, 8.979838371276855469e+00
3.000000000000000000e+01, 2.816162109375000000e+01, 1.421630859375000000e+01, 1.585693359375000000e+01, 2.854248046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.662109375000000000e-02, 2.359130859375000000e+01, 2.523193359375000000e+01, 2.291748046875000000e+00, 9.892804145812988281e+00
3.000000000000000000e+01, 1.503662109375000000e+01, 8.591308593750000000e+00, 1.023193359375000000e+01, 7.917480468750000000e-01, 1.190286517143249512e+00
3.000000000000000000e+01, 7.536621093750000000e+00, 1.091308593750000000e+00, 1.773193359375000000e+01, 4.174804687500000000e-02, 8.617198944091796875e+00
3.000000000000000000e+01, 2.253662109375000000e+01, 1.609130859375000000e+01, 2.731933593750000000e+00, 1.541748046875000000e+00, 7.123299121856689453e+00
3.000000000000000000e+01, 1.128662109375000000e+01, 1.234130859375000000e+01, 2.898193359375000000e+01, 4.167480468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.628662109375000000e+01, 2.734130859375000000e+01, 1.398193359375000000e+01, 1.916748046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.786621093750000000e+00, 1.984130859375000000e+01, 2.148193359375000000e+01, 2.666748046875000000e+00, 6.180109024047851562e+00
3.000000000000000000e+01, 1.878662109375000000e+01, 4.841308593750000000e+00, 6.481933593750000000e+00, 1.166748046875000000e+00, 4.977036476135253906e+00
3.000000000000000000e+01, 4.724121093750000000e+00, 7.653808593750000000e+00, 1.794433593750000000e+00, 3.229980468750000000e-01, 7.941417694091796875e+00
3.000000000000000000e+01, 1.972412109375000000e+01, 2.265380859375000000e+01, 1.679443359375000000e+01, 1.822998046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.222412109375000000e+01, 1.515380859375000000e+01, 9.294433593750000000e+00, 2.572998046875000000e+00, 6.629572510719299316e-01
3.000000000000000000e+01, 2.722412109375000000e+01, 1.538085937500000000e-01, 2.429443359375000000e+01, 1.072998046875000000e+00, 9.655336380004882812e+00
3.000000000000000000e+01, 8.474121093750000000e+00, 2.640380859375000000e+01, 5.544433593750000000e+00, 2.947998046875000000e+00, 4.450367450714111328e+00
3.000000000000000000e+01, 2.347412109375000000e+01, 1.140380859375000000e+01, 2.054443359375000000e+01, 1.447998046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.741210937500000000e-01, 3.903808593750000000e+00, 1.304443359375000000e+01, 6.979980468750000000e-01, 8.798308372497558594e+00
3.000000000000000000e+01, 1.597412109375000000e+01, 1.890380859375000000e+01, 2.804443359375000000e+01, 2.197998046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.409912109375000000e+01, 2.028808593750000000e+00, 2.241943359375000000e+01, 1.635498046875000000e+00, 7.835668087005615234e+00
3.000000000000000000e+01, 2.909912109375000000e+01, 1.702880859375000000e+01, 7.419433593750000000e+00, 1.354980468750000000e-01, 2.298180103302001953e+00
3.000000000000000000e+01, 6.599121093750000000e+00, 2.452880859375000000e+01, 2.991943359375000000e+01, 8.854980468750000000e-01, 3.191648483276367188e+00
3.000000000000000000e+01, 2.159912109375000000e+01, 9.528808593750000000e+00, 1.491943359375000000e+01, 2.385498046875000000e+00, 4.099296331405639648e-01
3.000000000000000000e+01, 2.849121093750000000e+00, 2.077880859375000000e+01, 1.866943359375000000e+01, 1.260498046875000000e+00, 6.978433132171630859e+00
3.000000000000000000e+01, 1.784912109375000000e+01, 5.778808593750000000e+00, 3.669433593750000000e+00, 2.760498046875000000e+00, 6.306644916534423828e+00
3.000000000000000000e+01, 1.034912109375000000e+01, 1.327880859375000000e+01, 2.616943359375000000e+01, 2.010498046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.534912109375000000e+01, 2.827880859375000000e+01, 1.116943359375000000e+01, 5.104980468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.380371093750000000e+00, 6.225585937500000000e-01, 2.851318359375000000e+01, 2.713623046875000000e+00, 9.348844528198242188e+00
3.000000000000000000e+01, 1.738037109375000000e+01, 1.562255859375000000e+01, 1.351318359375000000e+01, 1.213623046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.880371093750000000e+00, 2.312255859375000000e+01, 2.101318359375000000e+01, 4.636230468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.488037109375000000e+01, 8.122558593750000000e+00, 6.013183593750000000e+00, 1.963623046875000000e+00, 3.883713960647583008e+00
3.000000000000000000e+01, 1.363037109375000000e+01, 1.937255859375000000e+01, 2.476318359375000000e+01, 8.862304687500000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 2.863037109375000000e+01, 4.372558593750000000e+00, 9.763183593750000000e+00, 1.588623046875000000e+00, 5.487295150756835938e+00
3.000000000000000000e+01, 6.130371093750000000e+00, 1.187255859375000000e+01, 1.726318359375000000e+01, 2.338623046875000000e+00, 3.803709506988525391e+00
3.000000000000000000e+01, 2.113037109375000000e+01, 2.687255859375000000e+01, 2.263183593750000000e+00, 8.386230468750000000e-01, 7.522997856140136719e+00
3.000000000000000000e+01, 8.005371093750000000e+00, 9.997558593750000000e+00, 7.888183593750000000e+00, 1.401123046875000000e+00, 1.953200101852416992e+00
3.000000000000000000e+01, 2.300537109375000000e+01, 2.499755859375000000e+01, 2.288818359375000000e+01, 2.901123046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.053710937500000000e-01, 1.749755859375000000e+01, 3.881835937500000000e-01, 2.151123046875000000e+00, 9.527288436889648438e+00
3.000000000000000000e+01, 1.550537109375000000e+01, 2.497558593750000000e+00, 1.538818359375000000e+01, 6.511230468750000000e-01, 7.270290851593017578e+00
3.000000000000000000e+01, 4.255371093750000000e+00, 2.874755859375000000e+01, 1.163818359375000000e+01, 1.776123046875000000e+00, 5.622987270355224609e+00
3.000000000000000000e+01, 1.925537109375000000e+01, 1.374755859375000000e+01, 2.663818359375000000e+01, 2.761230468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.175537109375000000e+01, 6.247558593750000000e+00, 4.138183593750000000e+00, 1.026123046875000000e+00, 5.666364192962646484e+00
3.000000000000000000e+01, 2.675537109375000000e+01, 2.124755859375000000e+01, 1.913818359375000000e+01, 2.526123046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.269287109375000000e+01, 2.593505859375000000e+01, 1.820068359375000000e+01, 2.057373046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.769287109375000000e+01, 1.093505859375000000e+01, 3.200683593750000000e+00, 5.573730468750000000e-01, 6.558012962341308594e+00
3.000000000000000000e+01, 5.192871093750000000e+00, 3.435058593750000000e+00, 2.570068359375000000e+01, 1.307373046875000000e+00, 6.397103309631347656e+00
3.000000000000000000e+01, 2.019287109375000000e+01, 1.843505859375000000e+01, 1.070068359375000000e+01, 2.807373046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.442871093750000000e+00, 1.468505859375000000e+01, 2.195068359375000000e+01, 9.323730468750000000e-01, 8.352489471435546875e+00
3.000000000000000000e+01, 1.644287109375000000e+01, 2.968505859375000000e+01, 6.950683593750000000e+00, 2.432373046875000000e+00, 2.992714405059814453e+00
3.000000000000000000e+01, 8.942871093750000000e+00, 2.218505859375000000e+01, 2.945068359375000000e+01, 1.682373046875000000e+00, 9.262304902076721191e-01
3.000000000000000000e+01, 2.394287109375000000e+01, 7.185058593750000000e+00, 1.445068359375000000e+01, 1.823730468750000000e-01, 2.537111282348632812e+00
3.000000000000000000e+01, 7.067871093750000000e+00, 1.656005859375000000e+01, 5.075683593750000000e+00, 7.448730468750000000e-01, 4.701327323913574219e+00
3.000000000000000000e+01, 2.206787109375000000e+01, 1.560058593750000000e+00, 2.007568359375000000e+01, 2.244873046875000000e+00, 8.364712715148925781e+00
3.000000000000000000e+01, 1.456787109375000000e+01, 9.060058593750000000e+00, 1.257568359375000000e+01, 2.994873046875000000e+00, 9.394287467002868652e-01
3.000000000000000000e+01, 2.956787109375000000e+01, 2.406005859375000000e+01, 2.757568359375000000e+01, 1.494873046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.081787109375000000e+01, 5.310058593750000000e+00, 1.325683593750000000e+00, 2.619873046875000000e+00, 8.636375427246093750e+00
3.000000000000000000e+01, 2.581787109375000000e+01, 2.031005859375000000e+01, 1.632568359375000000e+01, 1.119873046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.317871093750000000e+00, 2.781005859375000000e+01, 8.825683593750000000e+00, 3.698730468750000000e-01, 6.422544956207275391e+00
3.000000000000000000e+01, 1.831787109375000000e+01, 1.281005859375000000e+01, 2.382568359375000000e+01, 1.869873046875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.364746093750000000e+00, 2.757568359375000000e+01, 1.984130859375000000e+01, 1.190185546875000000e+00, 3.455900430679321289e+00
3.000000000000000000e+01, 2.136474609375000000e+01, 1.257568359375000000e+01, 4.841308593750000000e+00, 2.690185546875000000e+00, 5.127758026123046875e+00
3.000000000000000000e+01, 1.386474609375000000e+01, 5.075683593750000000e+00, 2.734130859375000000e+01, 1.940185546875000000e+00, 4.818894386291503906e+00
3.000000000000000000e+01, 2.886474609375000000e+01, 2.007568359375000000e+01, 1.234130859375000000e+01, 4.401855468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.011474609375000000e+01, 8.825683593750000000e+00, 1.609130859375000000e+01, 1.565185546875000000e+00, 1.031859397888183594e+00
3.000000000000000000e+01, 2.511474609375000000e+01, 2.382568359375000000e+01, 1.091308593750000000e+00, 6.518554687500000000e-02, 8.619474411010742188e+00
3.000000000000000000e+01, 2.614746093750000000e+00, 1.632568359375000000e+01, 2.359130859375000000e+01, 8.151855468750000000e-01, 7.169141769409179688e+00
3.000000000000000000e+01, 1.761474609375000000e+01, 1.325683593750000000e+00, 8.591308593750000000e+00, 2.315185546875000000e+00, 8.606068611145019531e+00
3.000000000000000000e+01, 1.198974609375000000e+01, 2.195068359375000000e+01, 2.966308593750000000e+00, 2.877685546875000000e+00, 7.021467208862304688e+00
3.000000000000000000e+01, 2.698974609375000000e+01, 6.950683593750000000e+00, 1.796630859375000000e+01, 1.377685546875000000e+00, 2.888393878936767578e+00
3.000000000000000000e+01, 4.489746093750000000e+00, 1.445068359375000000e+01, 1.046630859375000000e+01, 6.276855468750000000e-01, 5.275814056396484375e+00
3.000000000000000000e+01, 1.948974609375000000e+01, 2.945068359375000000e+01, 2.546630859375000000e+01, 2.127685546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.397460937500000000e-01, 3.200683593750000000e+00, 6.716308593750000000e+00, 2.526855468750000000e-01, 8.989261627197265625e+00
3.000000000000000000e+01, 1.573974609375000000e+01, 1.820068359375000000e+01, 2.171630859375000000e+01, 1.752685546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.239746093750000000e+00, 2.570068359375000000e+01, 1.421630859375000000e+01, 2.502685546875000000e+00, 1.710645914077758789e+00
3.000000000000000000e+01, 2.323974609375000000e+01, 1.070068359375000000e+01, 2.921630859375000000e+01, 1.002685546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.177246093750000000e+00, 6.013183593750000000e+00, 2.265380859375000000e+01, 5.339355468750000000e-01, 3.743225812911987305e+00
3.000000000000000000e+01, 2.417724609375000000e+01, 2.101318359375000000e+01, 7.653808593750000000e+00, 2.033935546875000000e+00, 2.250050067901611328e+00
3.000000000000000000e+01, 1.677246093750000000e+00, 2.851318359375000000e+01, 1.515380859375000000e+01, 2.783935546875000000e+00, 8.301170349121093750e+00
3.000000000000000000e+01, 1.667724609375000000e+01, 1.351318359375000000e+01, 1.538085937500000000e-01, 1.283935546875000000e+00, 9.676049232482910156e+00
3.000000000000000000e+01, 5.427246093750000000e+00, 1.726318359375000000e+01, 2.640380859375000000e+01, 2.408935546875000000e+00, 4.513821601867675781e+00
3.000000000000000000e+01, 2.042724609375000000e+01, 2.263183593750000000e+00, 1.140380859375000000e+01, 9.089355468750000000e-01, 7.529881000518798828e+00
3.000000000000000000e+01, 1.292724609375000000e+01, 9.763183593750000000e+00, 1.890380859375000000e+01, 1.589355468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.792724609375000000e+01, 2.476318359375000000e+01, 3.903808593750000000e+00, 1.658935546875000000e+00, 5.962980270385742188e+00
3.000000000000000000e+01, 3.552246093750000000e+00, 1.163818359375000000e+01, 1.327880859375000000e+01, 2.221435546875000000e+00, 6.370199680328369141e+00
3.000000000000000000e+01, 1.855224609375000000e+01, 2.663818359375000000e+01, 2.827880859375000000e+01, 7.214355468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.105224609375000000e+01, 1.913818359375000000e+01, 5.778808593750000000e+00, 1.471435546875000000e+00, 4.069497108459472656e+00
3.000000000000000000e+01, 2.605224609375000000e+01, 4.138183593750000000e+00, 2.077880859375000000e+01, 2.971435546875000000e+00, 5.858960151672363281e+00
3.000000000000000000e+01, 1.480224609375000000e+01, 2.288818359375000000e+01, 9.528808593750000000e+00, 1.096435546875000000e+00, 2.826353013515472412e-01
3.000000000000000000e+01, 2.980224609375000000e+01, 7.888183593750000000e+00, 2.452880859375000000e+01, 2.596435546875000000e+00, 2.071541309356689453e+00
3.000000000000000000e+01, 7.302246093750000000e+00, 3.881835937500000000e-01, 2.028808593750000000e+00, 1.846435546875000000e+00, 9.497122764587402344e+00
3.000000000000000000e+01, 2.230224609375000000e+01, 1.538818359375000000e+01, 1.702880859375000000e+01, 3.464355468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.339599609375000000e+01, 1.398193359375000000e+01, 7.185058593750000000e+00, 2.455810546875000000e+00, 2.760670185089111328e+00
3.000000000000000000e+01, 2.839599609375000000e+01, 2.898193359375000000e+01, 2.218505859375000000e+01, 9.558105468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.895996093750000000e+00, 2.148193359375000000e+01, 1.468505859375000000e+01, 2.058105468750000000e-01, 3.828452587127685547e+00
3.000000000000000000e+01, 2.089599609375000000e+01, 6.481933593750000000e+00, 2.968505859375000000e+01, 1.705810546875000000e+00, 3.389481306076049805e+00
3.000000000000000000e+01, 2.145996093750000000e+00, 2.523193359375000000e+01, 3.435058593750000000e+00, 5.808105468750000000e-01, 7.614987850189208984e+00
3.000000000000000000e+01, 1.714599609375000000e+01, 1.023193359375000000e+01, 1.843505859375000000e+01, 2.080810546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.645996093750000000e+00, 2.731933593750000000e+00, 1.093505859375000000e+01, 2.830810546875000000e+00, 7.251161575317382812e+00
3.000000000000000000e+01, 2.464599609375000000e+01, 1.773193359375000000e+01, 2.593505859375000000e+01, 1.330810546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.020996093750000000e+00, 4.606933593750000000e+00, 1.656005859375000000e+01, 7.683105468750000000e-01, 5.758306980133056641e+00
3.000000000000000000e+01, 1.902099609375000000e+01, 1.960693359375000000e+01, 1.560058593750000000e+00, 2.268310546875000000e+00, 8.367039680480957031e+00
3.000000000000000000e+01, 1.152099609375000000e+01, 2.710693359375000000e+01, 2.406005859375000000e+01, 1.518310546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.652099609375000000e+01, 1.210693359375000000e+01, 9.060058593750000000e+00, 1.831054687500000000e-02, 6.461738348007202148e-01
3.000000000000000000e+01, 7.770996093750000000e+00, 1.585693359375000000e+01, 2.031005859375000000e+01, 1.893310546875000000e+00, 2.118945121765136719e+00
3.000000000000000000e+01, 2.277099609375000000e+01, 8.569335937500000000e-01, 5.310058593750000000e+00, 3.933105468750000000e-01, 8.885765075683593750e+00
3.000000000000000000e+01, 2.709960937500000000e-01, 8.356933593750000000e+00, 2.781005859375000000e+01, 1.143310546875000000e+00, 9.545047760009765625e+00
3.000000000000000000e+01, 1.527099609375000000e+01, 2.335693359375000000e+01, 1.281005859375000000e+01, 2.643310546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.208496093750000000e+00, 2.054443359375000000e+01, 9.997558593750000000e+00, 1.799560546875000000e+00, 8.672177314758300781e+00
3.000000000000000000e+01, 1.620849609375000000e+01, 5.544433593750000000e+00, 2.499755859375000000e+01, 2.995605468750000000e-01, 4.189136028289794922e+00
3.000000000000000000e+01, 8.708496093750000000e+00, 1.304443359375000000e+01, 2.497558593750000000e+00, 1.049560546875000000e+00, 7.309287071228027344e+00
3.000000000000000000e+01, 2.370849609375000000e+01, 2.804443359375000000e+01, 1.749755859375000000e+01, 2.549560546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.245849609375000000e+01, 1.794433593750000000e+00, 1.374755859375000000e+01, 1.424560546875000000e+00, 8.049257278442382812e+00
3.000000000000000000e+01, 2.745849609375000000e+01, 1.679443359375000000e+01, 2.874755859375000000e+01, 2.924560546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.958496093750000000e+00, 2.429443359375000000e+01, 6.247558593750000000e+00, 2.174560546875000000e+00, 4.959299564361572266e+00
3.000000000000000000e+01, 1.995849609375000000e+01, 9.294433593750000000e+00, 2.124755859375000000e+01, 6.745605468750000000e-01, 4.757054448127746582e-01
3.000000000000000000e+01, 1.058349609375000000e+01, 2.991943359375000000e+01, 2.687255859375000000e+01, 1.120605468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.558349609375000000e+01, 1.491943359375000000e+01, 1.187255859375000000e+01, 1.612060546875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.083496093750000000e+00, 7.419433593750000000e+00, 1.937255859375000000e+01, 2.362060546875000000e+00, 6.852912902832031250e+00
3.000000000000000000e+01, 1.808349609375000000e+01, 2.241943359375000000e+01, 4.372558593750000000e+00, 8.620605468750000000e-01, 5.415916442871093750e+00
3.000000000000000000e+01, 6.833496093750000000e+00, 1.116943359375000000e+01, 2.312255859375000000e+01, 2.737060546875000000e+00, 3.140244483947753906e+00
3.000000000000000000e+01, 2.183349609375000000e+01, 2.616943359375000000e+01, 8.122558593750000000e+00, 1.237060546875000000e+00, 1.702692389488220215e+00
3.000000000000000000e+01, 1.433349609375000000e+01, 1.866943359375000000e+01, 1.562255859375000000e+01, 4.870605468750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.933349609375000000e+01, 3.669433593750000000e+00, 6.225585937500000000e-01, 1.987060546875000000e+00, 9.276659011840820312e+00
3.000000000000000000e+01, 6.225585937500000000e-01, 9.411621093750000000e+00, 1.761474609375000000e+01, 4.284667968750000000e-01, 9.123566627502441406e+00
3.000000000000000000e+01, 1.562255859375000000e+01, 2.441162109375000000e+01, 2.614746093750000000e+00, 1.928466796875000000e+00, 7.278672695159912109e+00
3.000000000000000000e+01, 8.122558593750000000e+00, 1.691162109375000000e+01, 2.511474609375000000e+01, 2.678466796875000000e+00, 1.845339775085449219e+00
3.000000000000000000e+01, 2.312255859375000000e+01, 1.911621093750000000e+00, 1.011474609375000000e+01, 1.178466796875000000e+00, 7.907874584197998047e+00
3.000000000000000000e+01, 1.187255859375000000e+01, 2.816162109375000000e+01, 2.136474609375000000e+01, 2.303466796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.687255859375000000e+01, 1.316162109375000000e+01, 6.364746093750000000e+00, 8.034667968750000000e-01, 3.417995452880859375e+00
3.000000000000000000e+01, 4.372558593750000000e+00, 5.661621093750000000e+00, 2.886474609375000000e+01, 5.346679687500000000e-02, 5.337086677551269531e+00
3.000000000000000000e+01, 1.937255859375000000e+01, 2.066162109375000000e+01, 1.386474609375000000e+01, 1.553466796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.997558593750000000e+00, 3.662109375000000000e-02, 4.489746093750000000e+00, 2.115966796875000000e+00, 9.875365257263183594e+00
3.000000000000000000e+01, 2.499755859375000000e+01, 1.503662109375000000e+01, 1.948974609375000000e+01, 6.159667968750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.497558593750000000e+00, 2.253662109375000000e+01, 1.198974609375000000e+01, 1.365966796875000000e+00, 7.340365886688232422e+00
3.000000000000000000e+01, 1.749755859375000000e+01, 7.536621093750000000e+00, 2.698974609375000000e+01, 2.865966796875000000e+00, 2.449984550476074219e+00
3.000000000000000000e+01, 6.247558593750000000e+00, 1.878662109375000000e+01, 7.397460937500000000e-01, 9.909667968750000000e-01, 9.061355590820312500e+00
3.000000000000000000e+01, 2.124755859375000000e+01, 3.786621093750000000e+00, 1.573974609375000000e+01, 2.490966796875000000e+00, 6.162604808807373047e+00
3.000000000000000000e+01, 1.374755859375000000e+01, 1.128662109375000000e+01, 8.239746093750000000e+00, 1.740966796875000000e+00, 1.635139822959899902e+00
3.000000000000000000e+01, 2.874755859375000000e+01, 2.628662109375000000e+01, 2.323974609375000000e+01, 2.409667968750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.468505859375000000e+01, 1.597412109375000000e+01, 2.980224609375000000e+01, 1.272216796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.968505859375000000e+01, 9.741210937500000000e-01, 1.480224609375000000e+01, 2.772216796875000000e+00, 9.003126144409179688e+00
3.000000000000000000e+01, 7.185058593750000000e+00, 8.474121093750000000e+00, 2.230224609375000000e+01, 2.022216796875000000e+00, 2.717639446258544922e+00
3.000000000000000000e+01, 2.218505859375000000e+01, 2.347412109375000000e+01, 7.302246093750000000e+00, 5.222167968750000000e-01, 2.453020095825195312e+00
3.000000000000000000e+01, 3.435058593750000000e+00, 4.724121093750000000e+00, 2.605224609375000000e+01, 1.647216796875000000e+00, 6.430573940277099609e+00
3.000000000000000000e+01, 1.843505859375000000e+01, 1.972412109375000000e+01, 1.105224609375000000e+01, 1.472167968750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.093505859375000000e+01, 2.722412109375000000e+01, 1.855224609375000000e+01, 8.972167968750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.593505859375000000e+01, 1.222412109375000000e+01, 3.552246093750000000e+00, 2.397216796875000000e+00, 6.387656688690185547e+00
3.000000000000000000e+01, 5.310058593750000000e+00, 2.534912109375000000e+01, 9.177246093750000000e+00, 2.959716796875000000e+00, 4.685914039611816406e+00
3.000000000000000000e+01, 2.031005859375000000e+01, 1.034912109375000000e+01, 2.417724609375000000e+01, 1.459716796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.281005859375000000e+01, 2.849121093750000000e+00, 1.677246093750000000e+00, 7.097167968750000000e-01, 8.096328735351562500e+00
3.000000000000000000e+01, 2.781005859375000000e+01, 1.784912109375000000e+01, 1.667724609375000000e+01, 2.209716796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.060058593750000000e+00, 1.409912109375000000e+01, 1.292724609375000000e+01, 3.347167968750000000e-01, 6.769335865974426270e-01
3.000000000000000000e+01, 2.406005859375000000e+01, 2.909912109375000000e+01, 2.792724609375000000e+01, 1.834716796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.560058593750000000e+00, 2.159912109375000000e+01, 5.427246093750000000e+00, 2.584716796875000000e+00, 8.398499488830566406e+00
3.000000000000000000e+01, 1.656005859375000000e+01, 6.599121093750000000e+00, 2.042724609375000000e+01, 1.084716796875000000e+00, 3.211173057556152344e+00
3.000000000000000000e+01, 7.653808593750000000e+00, 2.394287109375000000e+01, 2.709960937500000000e-01, 1.694091796875000000e+00, 9.599262237548828125e+00
3.000000000000000000e+01, 2.265380859375000000e+01, 8.942871093750000000e+00, 1.527099609375000000e+01, 1.940917968750000000e-01, 7.804380655288696289e-01
3.000000000000000000e+01, 1.538085937500000000e-01, 1.442871093750000000e+00, 7.770996093750000000e+00, 9.440917968750000000e-01, 9.642699241638183594e+00
3.000000000000000000e+01, 1.515380859375000000e+01, 1.644287109375000000e+01, 2.277099609375000000e+01, 2.444091796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.903808593750000000e+00, 1.269287109375000000e+01, 4.020996093750000000e+00, 1.319091796875000000e+00, 5.929505348205566406e+00
3.000000000000000000e+01, 1.890380859375000000e+01, 2.769287109375000000e+01, 1.902099609375000000e+01, 2.819091796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.140380859375000000e+01, 2.019287109375000000e+01, 1.152099609375000000e+01, 2.069091796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.640380859375000000e+01, 5.192871093750000000e+00, 2.652099609375000000e+01, 5.690917968750000000e-01, 4.566968917846679688e+00
3.000000000000000000e+01, 2.028808593750000000e+00, 1.831787109375000000e+01, 2.089599609375000000e+01, 6.591796875000000000e-03, 7.676286697387695312e+00
3.000000000000000000e+01, 1.702880859375000000e+01, 3.317871093750000000e+00, 5.895996093750000000e+00, 1.506591796875000000e+00, 6.533897876739501953e+00
3.000000000000000000e+01, 9.528808593750000000e+00, 1.081787109375000000e+01, 2.839599609375000000e+01, 2.256591796875000000e+00, 3.971262276172637939e-01
3.000000000000000000e+01, 2.452880859375000000e+01, 2.581787109375000000e+01, 1.339599609375000000e+01, 7.565917968750000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.327880859375000000e+01, 7.067871093750000000e+00, 1.714599609375000000e+01, 2.631591796875000000e+00, 2.895355939865112305e+00
3.000000000000000000e+01, 2.827880859375000000e+01, 2.206787109375000000e+01, 2.145996093750000000e+00, 1.131591796875000000e+00, 7.668897628784179688e+00
3.000000000000000000e+01, 5.778808593750000000e+00, 2.956787109375000000e+01, 2.464599609375000000e+01, 3.815917968750000000e-01, 3.962749004364013672e+00
3.000000000000000000e+01, 2.077880859375000000e+01, 1.456787109375000000e+01, 9.645996093750000000e+00, 1.881591796875000000e+00, 2.427861839532852173e-01
3.000000000000000000e+01, 6.716308593750000000e+00, 2.380371093750000000e+00, 1.245849609375000000e+01, 2.537841796875000000e+00, 7.573519706726074219e+00
3.000000000000000000e+01, 2.171630859375000000e+01, 1.738037109375000000e+01, 2.745849609375000000e+01, 1.037841796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.421630859375000000e+01, 2.488037109375000000e+01, 4.958496093750000000e+00, 2.878417968750000000e-01, 4.773932933807373047e+00
3.000000000000000000e+01, 2.921630859375000000e+01, 9.880371093750000000e+00, 1.995849609375000000e+01, 1.787841796875000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.046630859375000000e+01, 2.113037109375000000e+01, 8.708496093750000000e+00, 6.628417968750000000e-01, 1.060498118400573730e+00
3.000000000000000000e+01, 2.546630859375000000e+01, 6.130371093750000000e+00, 2.370849609375000000e+01, 2.162841796875000000e+00, 3.786262512207031250e+00
